position tittle,NAME,PARTY,text-xs,,,,,,,,,,,flex href,leading-5,text-sm,text-xs,flex href,leading-6,text-sm,flex href
Members of Legislative Assembly (MLAs),Shri Anil Kumar Tripathi,Nirbal Indian Shoshit Hamara Aam Dal,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-anil-kumar-tripathi-171448121711937,Shri Anil Kumar Tripathi,Nirbal Indian Shoshit Hamara Aam Dal,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-anil-kumar-tripathi-171448121711938,Shri Anil Kumar Tripathi,Nirbal Indian Shoshit Hamara Aam Dal,https://www.india.gov.in/directory/whos-who/mla/shri-anil-kumar-tripathi-171448121711938
Members of Legislative Assembly (MLAs),Shri Armaan Khan,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-armaan-khan-171448121834066,Shri Armaan Khan,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-armaan-khan-171448121834067,Shri Armaan Khan,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-armaan-khan-171448121834067
Members of Legislative Assembly (MLAs),Shri Amresh Kumar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-amresh-kumar-171448121740300,Shri Amresh Kumar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-amresh-kumar-171448121740301,Shri Amresh Kumar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-amresh-kumar-171448121740301
Members of Legislative Assembly (MLAs),Smt. Anjula Singh Mahaur,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-anjula-singh-mahaur-171448121795454,Smt. Anjula Singh Mahaur,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/smt-anjula-singh-mahaur-171448121795455,Smt. Anjula Singh Mahaur,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/smt-anjula-singh-mahaur-171448121795455
Members of Legislative Assembly (MLAs),Shri Anil Kumar Verma,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-anil-kumar-verma-171448121698402,Shri Anil Kumar Verma,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-anil-kumar-verma-171448121698403,Shri Anil Kumar Verma,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-anil-kumar-verma-171448121698403
Members of Legislative Assembly (MLAs),Shri Ankit Bharti,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ankit-bharti-171448121884241,Shri Ankit Bharti,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ankit-bharti-171448121884242,Shri Ankit Bharti,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-ankit-bharti-171448121884242
Members of Legislative Assembly (MLAs),Shri Anil Rajbhar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-anil-rajbhar-171448121818938,Shri Anil Rajbhar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-anil-rajbhar-171448121818939,Shri Anil Rajbhar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-anil-rajbhar-171448121818939
Members of Legislative Assembly (MLAs),Smt. Archana Pandey,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-archana-pandey-171448121843845,Smt. Archana Pandey,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/smt-archana-pandey-171448121843846,Smt. Archana Pandey,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/smt-archana-pandey-171448121843846
Members of Legislative Assembly (MLAs),Shri Ankur Tiwari,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ankur-tiwari-171448121736553,Shri Ankur Tiwari,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ankur-tiwari-171448121736554,Shri Ankur Tiwari,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-ankur-tiwari-171448121736554
Members of Legislative Assembly (MLAs),Shri Anurag Singh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-anurag-singh-171448121811304,Shri Anurag Singh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-anurag-singh-171448121811305,Shri Anurag Singh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-anurag-singh-171448121811305
Members of Legislative Assembly (MLAs),Shri Ashutosh Maurya Urf Raju,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashutosh-maurya-urf-raju-171448121864844,Shri Ashutosh Maurya Urf Raju,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ashutosh-maurya-urf-raju-171448121864845,Shri Ashutosh Maurya Urf Raju,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-ashutosh-maurya-urf-raju-171448121864845
Members of Legislative Assembly (MLAs),Shri Ashraf Ali Khan,Rastriya Lok Dal,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashraf-ali-khan-171448121827694,Shri Ashraf Ali Khan,Rastriya Lok Dal,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ashraf-ali-khan-171448121827695,Shri Ashraf Ali Khan,Rastriya Lok Dal,https://www.india.gov.in/directory/whos-who/mla/shri-ashraf-ali-khan-171448121827695
Members of Legislative Assembly (MLAs),Shri Babulal,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-babulal-171448121895412,Shri Babulal,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-babulal-171448121895413,Shri Babulal,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-babulal-171448121895413
Members of Legislative Assembly (MLAs),Shri Arvind Kumar Singh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-arvind-kumar-singh-171448121869433,Shri Arvind Kumar Singh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-arvind-kumar-singh-171448121869434,Shri Arvind Kumar Singh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-arvind-kumar-singh-171448121869434
Members of Legislative Assembly (MLAs),Shri Ashok Kumar Rana,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-kumar-rana-171448121873250,Shri Ashok Kumar Rana,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-kumar-rana-171448121873251,Shri Ashok Kumar Rana,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-kumar-rana-171448121873251
Members of Legislative Assembly (MLAs),Shri Ashish Kumar Singh 'Ashu',Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashish-kumar-singh-ashu-171448121725282,Shri Ashish Kumar Singh 'Ashu',Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ashish-kumar-singh-ashu-171448121725283,Shri Ashish Kumar Singh 'Ashu',Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-ashish-kumar-singh-ashu-171448121725283
Members of Legislative Assembly (MLAs),Smt. Asha Maurya,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-asha-maurya-171448121846961,Smt. Asha Maurya,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/smt-asha-maurya-171448121846962,Smt. Asha Maurya,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/smt-asha-maurya-171448121846962
Members of Legislative Assembly (MLAs),Shri Ashu Malik,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashu-malik-171448121858372,Shri Ashu Malik,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ashu-malik-171448121858373,Shri Ashu Malik,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-ashu-malik-171448121858373
Members of Legislative Assembly (MLAs),Shri Ashok Kumar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-kumar-171448121704002,Shri Ashok Kumar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-kumar-171448121704003,Shri Ashok Kumar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-ashok-kumar-171448121704003
Members of Legislative Assembly (MLAs),Shri Ashutosh Shukla,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ashutosh-shukla-171448121839877,Shri Ashutosh Shukla,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ashutosh-shukla-171448121839878,Shri Ashutosh Shukla,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-ashutosh-shukla-171448121839878
Members of Legislative Assembly (MLAs),Dr. Arun Kumar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/dr-arun-kumar-171448121823727,Dr. Arun Kumar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/dr-arun-kumar-171448121823728,Dr. Arun Kumar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/dr-arun-kumar-171448121823728
Members of Legislative Assembly (MLAs),Dr. Awadhesh Singh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/dr-awadhesh-singh-171448121903787,Dr. Awadhesh Singh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/dr-awadhesh-singh-171448121903788,Dr. Awadhesh Singh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/dr-awadhesh-singh-171448121903788
Members of Legislative Assembly (MLAs),Shri Ataur Rehman,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-ataur-rehman-171448121891304,Shri Ataur Rehman,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-ataur-rehman-171448121891305,Shri Ataur Rehman,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-ataur-rehman-171448121891305
Members of Legislative Assembly (MLAs),Shri Asim Arun,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-asim-arun-171448121877538,Shri Asim Arun,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-asim-arun-171448121877539,Shri Asim Arun,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-asim-arun-171448121877539
Members of Legislative Assembly (MLAs),Dr. Asim Kumar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/dr-asim-kumar-171448121880614,Dr. Asim Kumar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/dr-asim-kumar-171448121880615,Dr. Asim Kumar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/dr-asim-kumar-171448121880615
Members of Legislative Assembly (MLAs),Smt. Baby Rani Maurya,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-baby-rani-maurya-171448121920489,Smt. Baby Rani Maurya,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/smt-baby-rani-maurya-171448121920490,Smt. Baby Rani Maurya,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/smt-baby-rani-maurya-171448121920490
Members of Legislative Assembly (MLAs),Shri Avinash Chandra Dwivedi,Apna Dal(sone Lal),Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-avinash-chandra-dwivedi-171448121854445,Shri Avinash Chandra Dwivedi,Apna Dal(sone Lal),Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-avinash-chandra-dwivedi-171448121854446,Shri Avinash Chandra Dwivedi,Apna Dal(sone Lal),https://www.india.gov.in/directory/whos-who/mla/shri-avinash-chandra-dwivedi-171448121854446
Members of Legislative Assembly (MLAs),Shri Bechai Saroj,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bechai-saroj-171448121923985,Shri Bechai Saroj,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-bechai-saroj-171448121923986,Shri Bechai Saroj,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-bechai-saroj-171448121923986
Members of Legislative Assembly (MLAs),Shri Brajesh Yadav,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-brajesh-yadav-171448121911802,Shri Brajesh Yadav,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-brajesh-yadav-171448121911803,Shri Brajesh Yadav,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-brajesh-yadav-171448121911803
Members of Legislative Assembly (MLAs),Shri Chandra Prakash Lodhi (Advocate),Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-chandra-prakash-lodhi-advocate-171448121953741,Shri Chandra Prakash Lodhi (Advocate),Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-chandra-prakash-lodhi-advocate-171448121953742,Shri Chandra Prakash Lodhi (Advocate),Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-chandra-prakash-lodhi-advocate-171448121953742
Members of Legislative Assembly (MLAs),Shri Chhotey Lal Verma,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-chhotey-lal-verma-171448121994858,Shri Chhotey Lal Verma,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-chhotey-lal-verma-171448121994859,Shri Chhotey Lal Verma,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-chhotey-lal-verma-171448121994859
Members of Legislative Assembly (MLAs),Shri Bamba Lal,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bamba-lal-171448121930978,Shri Bamba Lal,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-bamba-lal-171448121930979,Shri Bamba Lal,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-bamba-lal-171448121930979
Members of Legislative Assembly (MLAs),Shri Baburam,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-baburam-171448121907514,Shri Baburam,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-baburam-171448121907515,Shri Baburam,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-baburam-171448121907515
Members of Legislative Assembly (MLAs),Shri Bhupesh Chaubey,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhupesh-chaubey-171448121942831,Shri Bhupesh Chaubey,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-bhupesh-chaubey-171448121942832,Shri Bhupesh Chaubey,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-bhupesh-chaubey-171448121942832
Members of Legislative Assembly (MLAs),Shri Baldev Singh Aulakh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-baldev-singh-aulakh-171448121946247,Shri Baldev Singh Aulakh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-baldev-singh-aulakh-171448121946248,Shri Baldev Singh Aulakh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-baldev-singh-aulakh-171448121946248
Members of Legislative Assembly (MLAs),Shri Bedi,Suheldev Bhartiya Samaj Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bedi-171448121899419,Shri Bedi,Suheldev Bhartiya Samaj Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-bedi-171448121899420,Shri Bedi,Suheldev Bhartiya Samaj Party,https://www.india.gov.in/directory/whos-who/mla/shri-bedi-171448121899420
Members of Legislative Assembly (MLAs),Shri Bhagwan Singh Kushwaha,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bhagwan-singh-kushwaha-171448121927392,Shri Bhagwan Singh Kushwaha,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-bhagwan-singh-kushwaha-171448121927393,Shri Bhagwan Singh Kushwaha,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-bhagwan-singh-kushwaha-171448121927393
Members of Legislative Assembly (MLAs),Shri Brijesh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-brijesh-171448121950004,Shri Brijesh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-brijesh-171448121950005,Shri Brijesh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-brijesh-171448121950005
Members of Legislative Assembly (MLAs),Shri Brajesh Kumar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-brajesh-kumar-171448121939294,Shri Brajesh Kumar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-brajesh-kumar-171448121939295,Shri Brajesh Kumar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-brajesh-kumar-171448121939295
Members of Legislative Assembly (MLAs),Shri Bawan Singh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-bawan-singh-171448121935357,Shri Bawan Singh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-bawan-singh-171448121935358,Shri Bawan Singh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-bawan-singh-171448121935358
Members of Legislative Assembly (MLAs),Shri Surya Pratap Shahi,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-surya-pratap-shahi-171466750208779,Shri Surya Pratap Shahi,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-surya-pratap-shahi-171466750208780,Shri Surya Pratap Shahi,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-surya-pratap-shahi-171466750208780
Members of Legislative Assembly (MLAs),Shri Tribhuwan Dutt,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-tribhuwan-dutt-171466750227795,Shri Tribhuwan Dutt,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-tribhuwan-dutt-171466750227796,Shri Tribhuwan Dutt,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-tribhuwan-dutt-171466750227796
Members of Legislative Assembly (MLAs),Mr. Tej Pratap Singh,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/mr-tej-pratap-singh-171466749505548,Mr. Tej Pratap Singh,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/mr-tej-pratap-singh-171466749505549,Mr. Tej Pratap Singh,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/mr-tej-pratap-singh-171466749505549
Members of Legislative Assembly (MLAs),Shri Umashankar Singh,Bahujan Samaj Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-umashankar-singh-171466750230791,Shri Umashankar Singh,Bahujan Samaj Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-umashankar-singh-171466750230792,Shri Umashankar Singh,Bahujan Samaj Party,https://www.india.gov.in/directory/whos-who/mla/shri-umashankar-singh-171466750230792
Members of Legislative Assembly (MLAs),Shri Suresh Rahi,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-suresh-rahi-171466750215221,Shri Suresh Rahi,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-suresh-rahi-171466750215222,Shri Suresh Rahi,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-suresh-rahi-171466750215222
Members of Legislative Assembly (MLAs),Smt. Vijama Yadav,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/smt-vijama-yadav-171466750249195,Smt. Vijama Yadav,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/smt-vijama-yadav-171466750249196,Smt. Vijama Yadav,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/smt-vijama-yadav-171466750249196
Members of Legislative Assembly (MLAs),Shri Tufani Saroj,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-tufani-saroj-171466750246240,Shri Tufani Saroj,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-tufani-saroj-171466750246241,Shri Tufani Saroj,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-tufani-saroj-171466750246241
Members of Legislative Assembly (MLAs),Shri Swami Omvesh,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-swami-omvesh-171466750221814,Shri Swami Omvesh,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-swami-omvesh-171466750221815,Shri Swami Omvesh,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-swami-omvesh-171466750221815
Members of Legislative Assembly (MLAs),Shri Sushil Kumar Shakya,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-sushil-kumar-shakya-171466750199692,Shri Sushil Kumar Shakya,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-sushil-kumar-shakya-171466750199693,Shri Sushil Kumar Shakya,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-sushil-kumar-shakya-171466750199693
Members of Legislative Assembly (MLAs),Shri Sureshwar Singh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-sureshwar-singh-171466750237563,Shri Sureshwar Singh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-sureshwar-singh-171466750237564,Shri Sureshwar Singh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-sureshwar-singh-171466750237564
Members of Legislative Assembly (MLAs),Shri Tasleem Ahmad,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-tasleem-ahmad-171466750218137,Shri Tasleem Ahmad,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-tasleem-ahmad-171466750218138,Shri Tasleem Ahmad,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-tasleem-ahmad-171466750218138
Members of Legislative Assembly (MLAs),Shri Umar Ali Khan,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-umar-ali-khan-171466750234277,Shri Umar Ali Khan,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-umar-ali-khan-171466750234278,Shri Umar Ali Khan,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/shri-umar-ali-khan-171466750234278
Members of Legislative Assembly (MLAs),Shri Tribhuwan Ram,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-tribhuwan-ram-171466750243174,Shri Tribhuwan Ram,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-tribhuwan-ram-171466750243175,Shri Tribhuwan Ram,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-tribhuwan-ram-171466750243175
Members of Legislative Assembly (MLAs),Kunwar Sushant Singh,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/kunwar-sushant-singh-171466750190234,Kunwar Sushant Singh,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/kunwar-sushant-singh-171466750190235,Kunwar Sushant Singh,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/kunwar-sushant-singh-171466750190235
Members of Legislative Assembly (MLAs),Shri Suresh Kumar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-suresh-kumar-171466749403917,Shri Suresh Kumar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-suresh-kumar-171466749403918,Shri Suresh Kumar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-suresh-kumar-171466749403918
Members of Legislative Assembly (MLAs),Shri Tejpal Singh Nagar,Bharatiya Janata Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/shri-tejpal-singh-nagar-171466750224539,Shri Tejpal Singh Nagar,Bharatiya Janata Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/shri-tejpal-singh-nagar-171466750224540,Shri Tejpal Singh Nagar,Bharatiya Janata Party,https://www.india.gov.in/directory/whos-who/mla/shri-tejpal-singh-nagar-171466750224540
Members of Legislative Assembly (MLAs),Mohd. Tahir Khan,Samajwadi Party,Uttar Pradesh,,,,,,,,,,,https://www.india.gov.in/directory/whos-who/mla/mohd-tahir-khan-171466750203559,Mohd. Tahir Khan,Samajwadi Party,Uttar Pradesh,https://www.india.gov.in/directory/whos-who/mla/mohd-tahir-khan-171466750203560,Mohd. Tahir Khan,Samajwadi Party,https://www.india.gov.in/directory/whos-who/mla/mohd-tahir-khan-171466750203560
